,Job Salary,Job Experience Required,Key Skills,Role Category,Functional Area,Industry,Job Title
3445,"25,00,000 - 30,00,000 PA.",13 - 17 yrs, Learning & Development,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Strategy, Management Consulting Firms",Training Manager
3446, Not Disclosed by Recruiter ,1 - 6 yrs, c| Algorithms| intellectual property| mathematics| system design| technical evaluation| Control System| new product development,R&D,"Engineering Design , R&D","Automobile, Auto Anciliary, Auto Components",R&D Executive
3447,"5,00,000 - 10,00,000 PA.",5 - 10 yrs, Channel Sales| Change Management| Team Management| Retail Sales| Distribution| distributors| retailers,Channel Sales,"Sales , Retail , Business Development",IT-Hardware & Networking,Area / Territory Manager
3448, Not Disclosed by Recruiter ,0 - 0 yrs, market research| sales support| Communication,Other,"Sales , Retail , Business Development","Media, Entertainment, Internet",Fresher
3449, Not Disclosed by Recruiter ,6 - 11 yrs, Team leading| SAS| Pharma| Management consulting| Life sciences| Information technology| Macros| Statistics,Programming & Design,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer
3450, Not Disclosed by Recruiter ,4 - 6 yrs, SAP| Ducting| Ventilation,Engineering Design,"Engineering Design , R&D","Construction, Engineering, Cement, Metals",Design Engineer
3451, Not Disclosed by Recruiter ,0 - 3 yrs, Performance tuning| Animation| HR Manager| continuous integration| Cocoa touch| Backend| UX| GIT| Web technologies| Tools,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
3452, Not Disclosed by Recruiter ,3 - 5 yrs,Service level| B2C| Share market| Telesales| MS Office tools| Stock broking,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","Banking, Financial Services, Broking",Team Leader -(NonTechnical)
3453, Not Disclosed by Recruiter ,7 - 12 yrs, heading branch| key account management| branch banking| branch manager| assistant branch manager| wealth| wealth management| wealth manager| cross selling| mutual funds| mutual funds sales,Retail/Personal Banking,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Branch Manager
3454, Not Disclosed by Recruiter ,2 - 5 yrs, SAP| Technical Analyst| Technical documentation| Stakeholder management| FICO| SAP FICO| Troubleshooting,System Design/Implementation/ERP/CRM,"IT Software - ERP , CRM","Retail, Wholesale",Functional Outside Consultant
3455, Not Disclosed by Recruiter ,1 - 5 yrs, SQL| Core Java| Coding| Analytics| Unit testing| Risk management| Packaging| Asset management| Front office| Wealth management,Programming & Design,IT Software - QA & Testing,"Banking, Financial Services, Broking",Software Developer
3456, Not Disclosed by Recruiter ,6 - 8 yrs,XML| Ajax| Web services| jQuery| XSLT| Agile| HTTP| JSON| Scrum| CSS3,Programming & Design,IT Software - Other,"Recruitment, Staffing",Technical Architect
3457, Not Disclosed by Recruiter ,1 - 3 yrs, Version control| GIT| Web services| OOPS| SQLite| Programming| JSON| Swift| iPhone SDK| IOS,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
3458, Not Disclosed by Recruiter ,1 - 2 yrs, Contract negotiations| Packaging| Time,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Banking, Financial Services, Broking",Clinical Researcher
3460,Openings: 1,5 - 8 Years,peoplesoft techno - functional|peopletools|application design|peoplesoft|oracle hcm cloud|application designer|application engine|payroll|peoplecode|core hr|integration broker,System Design/Implementation/ERP/CRM,"IT Software - ERP , CRM",IT-Software / Software Services,Outside Technical Consultant
3461, Not Disclosed by Recruiter ,0 - 0 yrs, secondary research| Excel Powerpoint| Back Office| web research| Internet| Research| MS Office Word,Back Office/Web/Transaction Processing,"ITES , BPO , KPO , LPO , Customer Service , Operations","KPO, Research, Analytics",Associate/Senior Associate -(NonTechnical)
3462, Not Disclosed by Recruiter ,3 - 8 yrs, Publishing| HTML| Digital media| Javascript| Business analytics| MySQL| Application design| Web technologies| Programming| Management,Retail Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
3463, Not Disclosed by Recruiter ,2 - 7 yrs, Hospitality| Customer service| MS Office| Relationship| Management| Packaging,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Travel , Hotels , Restaurants , Airlines , Railways",HR Executive
3464, Not Disclosed by Recruiter ,3 - 8 yrs, Copy editing| Interpersonal skills| Publishing| Excel| Web technologies| Time management| E-commerce| MS Office| Content development| Business Executive,Content Development,"Journalism , Editing , Content","IT-Software, Software Services",Content Developer
3465, Not Disclosed by Recruiter ,1 - 4 yrs, Outbound| Technical support| Recruitment| English| Email| Inbound calls| Domestic BPO| US shift| Troubleshooting| Comp,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical)
3466, Not Disclosed by Recruiter ,6 - 11 yrs, Java| Hibernate| TDD| Agile| Spring| Algorithm| Data Structure,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
3467, Not Disclosed by Recruiter ,2 - 5 yrs, Senior Lab Technician,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Pharma, Biotech, Clinical Research",Lab Technician/Medical Technician/Lab Staff
3468, Not Disclosed by Recruiter ,2 - 5 yrs, Android,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
3469, Not Disclosed by Recruiter ,3 - 5 yrs, projections| sketching| environments| concept art| design| office| program| designing,Production/Technical,"TV , Films , Production , Broadcasting",Other,Animation/Graphic Artist
3470,"1,50,000 - 6,50,000 PA.",0 - 5 yrs, international voice| international sales| outbound sales| expedia| international bpo| bpo| air ticketing| travel| tourism| ibm| firstsource| airlines| under graduate| teleperformance| cisco,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
3471, Not Disclosed by Recruiter ,1 - 4 yrs, Regression Testing| QA Testing| Agile| Automation Testing| Test Management| Test Case Execution| Software Quality| Quality Assurance| Test Cases| Bug Reporting,QA/Testing/Documentation,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Quality Assurance/Quality Control Executive
3474,"2,25,000 - 5,00,000 PA.",1 - 6 yrs, bpo| upselling| night shift| cce| inbound| customer care| ites| call center| us process| cco| advisor| fresher| voice process| cse| outbound| uk process| captive| undergraduate| communication skills,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
3475, Not Disclosed by Recruiter ,1 - 6 yrs,High Availability| MS SQL| R12| Database Administration| Linux| RAC| EBS| Oracle Apps Dba| 11I| Golden Gate,Admin/Maintenance/Security/Datawarehousing,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",DBA
3476, Not Disclosed by Recruiter ,2 - 3 yrs, Power electronics| UPS| PHP| HTML| MySQL| Ajax| jQuery| Apache| JSON| Computer science,Programming & Design,"IT Software - Application Programming , Maintenance","Semiconductors, Electronics",Software Developer
3477, No bar for right candidate ,1 - 4 yrs,it recruiter| recruiter| w2| c2c| recruitment consultant| talent acquisition| recruitment| staffing| sourcing| us it recruitment| Technical Recruiter| US Technical Recruiter| us it recruiter| us staffing| us recruitment,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive
3478, Not Disclosed by Recruiter ,5 - 8 yrs, Joomla| Drupal| PHP| Web application development| Wordpress CMS| software| wordpress| cms| Zend| database| Symfony| application| web| CakePHP| Open source| Object oriented programming| programming| magento,Programming & Design,"IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",Software Developer
3479,"2,25,000 - 4,00,000 PA.",0 - 3 yrs, hcl| Inbound| International BPO| Voice Process| International Voice| Teleperformance| EXL| HGS| Wipro| TCS| Tech Mahindra| IBM| Dell| BPO| Domestic BPO| Customer Service,Back Office/Web/Transaction Processing,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
3482,"1,25,000 - 3,00,000 PA.",0 - 5 yrs, tele calling| bpo| night shift| international bpo| customer service| st.| Cbse| customer support| tele caller| fresher| international voice process| isc| international call center,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Telecalling/Telemarketing Executive
3483, Not Disclosed by Recruiter ,2 - 5 yrs, Sales Head| Technical| Web hosting| Email| Education| Internet sales| Software| Sales Executive| Mobile applications,Retail Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
3484, Not Disclosed by Recruiter ,2 - 4 yrs, Counselor| Mentor| Trainer| Advisor| Teaching,Life skills / ECA Teachers,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Sports / Physical Education Teacher
3485,"4,00,000 - 7,00,000 PA.",3 - 6 yrs,HTML 5| AngularJS| Azure| Node.js| JavaScript| MongoDB,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
3487, Not Disclosed by Recruiter ,2 - 4 yrs, Design Engineering| Sheet Metal| MIG Welding| Communication Skills,Engineering Design,"Engineering Design , R&D",IT-Hardware & Networking,Design Engineer
3488, Not Disclosed by Recruiter ,1 - 5 yrs, SAP SD| SAP| Supply chain management| Business process| Management consulting| IT management| Performance improvement| Financial management| Business process management| Testing,System Design/Implementation/ERP/CRM,"IT Software - ERP , CRM","Recruitment, Staffing",Outside Technical Consultant
3490, Not Disclosed by Recruiter ,7 - 15 yrs, Process design| Automation| Linux| Compliance| Competitor analysis| Deployment| Management| Research| Operations| Cost control,Administration/Facility Management,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Executive/ Sr Executive - Administration
3491,"2,50,000 - 3,00,000 PA.",2 - 6 yrs, Change Management| Team Management| Subnetting| Service Desk Management| Networking| IP| Bgp| Switching| MPLS| Cisco Routers,Programming & Design,"IT Software - Application Programming , Maintenance","BPO, Call Centre, ITeS",Team Lead/Technical Lead
3492, Not Disclosed by Recruiter ,3 - 5 yrs,Clinical research| Healthcare| Pharma| MSC| HPLC| GMP| GLP| Instrumentation| Food safety| ISO 17025,R&D,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Pharma, Biotech, Clinical Research",Pharmacist/Chemist/Bio Chemist
3493, Not Disclosed by Recruiter ,3 - 7 yrs, Informatica| SSIS| SQL| Oracle database| database| Web technologies| Social media| Workflow| Deployment| developer| Release management,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
3494, Not Disclosed by Recruiter ,2 - 4 yrs, SAP| SQL| CRM| c#| E-learning| ERP| development| software| Programming| developing| Software design| database| Design development| ASP.Net| Object oriented programming,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
3495, Not Disclosed by Recruiter ,10 - 15 yrs, Javascript| C#| SQL Server| ASP.Net| .NET Framework| ASP| Angularjs| Visual Studio| XML| TFS| Devops| AWS,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Architect
3496, Not Disclosed by Recruiter ,3 - 7 yrs, Sales strategy| Sales| Pharma| Institutional sales| Business planning| Customer relationship| FMCG| Retail sales| Recruitment| Retail business,Retail Sales,"Sales , Retail , Business Development","Recruitment, Staffing",Sales/Business Development Manager
3497, Not Disclosed by Recruiter ,2 - 7 yrs, Real estate marketing| Sales Executive| Sales achievement,Corporate Sales,"Sales , Retail , Business Development","Retail, Wholesale",Sales Executive/Officer
3499,"10,00,000 - 15,00,000 PA.",7 - 12 yrs, Creative Designing| Conceptualization| Graphic Designing,Creative,"Design , Creative , User Experience","Textiles, Garments, Accessories",Graphic Designer
3500, Not Disclosed by Recruiter ,2 - 5 yrs, Social media marketing| Customer support,Advertising,"Marketing , Advertising , MR , PR , Media Planning","Advertising, PR, MR, Event Management",Media Planning Executive/Manager
3501, Not Disclosed by Recruiter ,2 - 7 yrs, Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,Content Development,"Journalism , Editing , Content","Media, Entertainment, Internet",Content Developer
